2026-01-05 02:14:14 - INFO: Verification failed with the loop bound: assume(i >= n); assume(i >= x);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 0, verification_time: 0.5855388827621937, infer_time: 1.4930738881230354, tokens: 802
2026-01-05 02:14:15 - INFO: Verification failed with the loop bound: assume(i >= n); assume(i >= x);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 2, feed_back_iter: 0, verification_time: 0.8661375232040882, infer_time: 1.4930738881230354, tokens: 802
2026-01-05 02:14:17 - INFO: Verification failed with the loop bound: assume(i >= n); assume(i >= x);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 3, feed_back_iter: 0, verification_time: 1.425722822546959, infer_time: 1.4930738881230354, tokens: 802
2026-01-05 02:14:25 - INFO: Const-add verification failed with the loop bound: assume(i >= n); assume(i >= x);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl, const_part: 3, verification_time: 8.61201986297965, infer_time: 1.4930738881230354, feed_back_iter: 0, tokens: 802
2026-01-05 02:14:27 - INFO: Verification failed with the loop bound: assume(i >= n + x);, file: AliasDarteFeautrierGonnord-SAS2010-counterex1a_false-no-overflow.bpl , k: 1, feed_back_iter: 1, verification_time: 0.5864735879004002, infer_time: 1.4834335930645466, tokens: 969
2026-01-05 16:57:56 - INFO: Verification failed with the loop bound: assume(i >= x - y + 1);, file: transform_1.bpl , k: 2, feed_back_iter: 3, verification_time: 1.230414278805256, infer_time: 1.3891142345964909, tokens: 1139
2026-01-05 16:57:58 - INFO: Verification failed with the loop bound: assume(i >= x - y + 1);, file: transform_1.bpl , k: 3, feed_back_iter: 3, verification_time: 2.105296716094017, infer_time: 1.3891142345964909, tokens: 1139
2026-01-05 16:57:59 - INFO: Const-add verification failed with the loop bound: assume(i >= x - y + 1);, file: transform_1.bpl, const_part: 3, verification_time: 0.8107845298945904, infer_time: 1.3891142345964909, feed_back_iter: 3, tokens: 1139
2026-01-05 16:58:00 - INFO: Loop bound assume(i >= x); has already been tried.
2026-01-05 16:59:02 - INFO: Verification timed out with the loop bound: assume(i0 >= x && i1 >= 3);, file: transform_1.bpl, k: 1, infer_time: 1.6740173920989037, feed_back_iter: 5, tokens: 1499
2026-01-05 17:00:02 - INFO: Verification timed out with the loop bound: assume(i0 >= x && i1 >= 3);, file: transform_1.bpl, k: 2, infer_time: 1.6740173920989037, feed_back_iter: 5, tokens: 1499
2026-01-05 17:01:02 - INFO: Verification timed out with the loop bound: assume(i0 >= x && i1 >= 3);, file: transform_1.bpl, k: 3, infer_time: 1.6740173920989037, feed_back_iter: 5, tokens: 1499
2026-01-05 17:02:02 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x && i1 >= 3);, file: transform_1.bpl, const_part: 3, verification_time: 0, infer_time: 1.6740173920989037, feed_back_iter: 5, tokens: 1499
2026-01-05 17:03:04 - INFO: Verification timed out with the loop bound: assume(i0 >= x && i1 >= 3 && i2 >= 0);, file: transform_1.bpl, k: 1, infer_time: 2.0053716264665127, feed_back_iter: 6, tokens: 1303
2026-01-05 17:04:04 - INFO: Verification timed out with the loop bound: assume(i0 >= x && i1 >= 3 && i2 >= 0);, file: transform_1.bpl, k: 2, infer_time: 2.0053716264665127, feed_back_iter: 6, tokens: 1303
2026-01-05 17:05:04 - INFO: Verification timed out with the loop bound: assume(i0 >= x && i1 >= 3 && i2 >= 0);, file: transform_1.bpl, k: 3, infer_time: 2.0053716264665127, feed_back_iter: 6, tokens: 1303
2026-01-05 17:06:04 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x && i1 >= 3 && i2 >= 0);, file: transform_1.bpl, const_part: 3, verification_time: 0, infer_time: 2.0053716264665127, feed_back_iter: 6, tokens: 1303
2026-01-05 17:06:06 - INFO: Lexical loop bound assume(i0 >= x && i1 >= 3); has already been tried.
2026-01-05 17:06:16 - INFO: Retrying request to /chat/completions in 0.422582 seconds
2026-01-05 17:06:17 - INFO: Lexical loop bound assume(i0 >= x && i1 >= 3 && i2 >= 0); has already been tried.
2026-01-05 17:06:19 - INFO: Lexical loop bound assume(i0 >= x && i1 >= 3); has already been tried.
2026-01-05 17:06:20 - INFO: Lexical loop bound assume(i0 >= x && i1 >= 3 && i2 >= 0); has already been tried.
2026-01-05 17:06:22 - INFO: Lexical loop bound assume(i0 >= x && i1 >= 3 && i2 >= 0); has already been tried.
2026-01-05 17:06:23 - INFO: Lexical loop bound assume(i0 >= x && i1 >= 3); has already been tried.
2026-01-05 17:07:24 - INFO: Verification timed out with the loop bound: assume(i0 >= x && i1 >= y);, file: transform_1.bpl, k: 1, infer_time: 1.116997618228197, feed_back_iter: 13, tokens: 1553
2026-01-05 17:08:24 - INFO: Verification timed out with the loop bound: assume(i0 >= x && i1 >= y);, file: transform_1.bpl, k: 2, infer_time: 1.116997618228197, feed_back_iter: 13, tokens: 1553
2026-01-05 17:09:24 - INFO: Verification timed out with the loop bound: assume(i0 >= x && i1 >= y);, file: transform_1.bpl, k: 3, infer_time: 1.116997618228197, feed_back_iter: 13, tokens: 1553
2026-01-05 17:10:25 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x && i1 >= y);, file: transform_1.bpl, const_part: 3, verification_time: 0, infer_time: 1.116997618228197, feed_back_iter: 13, tokens: 1553
2026-01-05 17:11:26 - INFO: Verification timed out with the loop bound: assume(i0 >= x && i1 >= 1);, file: transform_1.bpl, k: 1, infer_time: 1.61623165756464, feed_back_iter: 14, tokens: 1297
2026-01-05 17:12:26 - INFO: Verification timed out with the loop bound: assume(i0 >= x && i1 >= 1);, file: transform_1.bpl, k: 2, infer_time: 1.61623165756464, feed_back_iter: 14, tokens: 1297
2026-01-05 17:13:26 - INFO: Verification timed out with the loop bound: assume(i0 >= x && i1 >= 1);, file: transform_1.bpl, k: 3, infer_time: 1.61623165756464, feed_back_iter: 14, tokens: 1297
2026-01-05 17:14:26 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x && i1 >= 1);, file: transform_1.bpl, const_part: 3, verification_time: 0, infer_time: 1.61623165756464, feed_back_iter: 14, tokens: 1297
2026-01-05 17:14:29 - INFO: Verification failed with the loop bound: assume(i >= n);, file: AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflow.bpl , k: 1, feed_back_iter: 0, verification_time: 0.8297970183193684, infer_time: 1.3682491853833199, tokens: 803
2026-01-05 17:14:29 - INFO: Verification succeeded with the loop bound: assume(i >= n);, file: AliasDarteFeautrierGonnord-SAS2010-speedpldi2_true-termination_true-no-overflow.bpl, k: 2, invariant: v1 - i <= -1, verification_time: 0.6046647168695927, infer_time: 1.3682491853833199, feed_back_iter: 0, tokens: 803
2026-01-05 17:14:37 - INFO: Verification failed with the loop bound: assume(i >= 4*x + y);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl , k: 1, feed_back_iter: 0, verification_time: 1.2142370156943798, infer_time: 6.719123970717192, tokens: 750
2026-01-05 17:15:38 - INFO: Verification timed out with the loop bound: assume(i >= 4*x + y);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 2, infer_time: 6.719123970717192, feed_back_iter: 0, tokens: 750
2026-01-05 17:16:39 - INFO: Verification timed out with the loop bound: assume(i >= 4*x + y);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 3, infer_time: 6.719123970717192, feed_back_iter: 0, tokens: 750
2026-01-05 17:17:39 - INFO: Const-add verification timed out with the loop bound: assume(i >= 4*x + y);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, const_part: 3, verification_time: 1.2142370156943798, infer_time: 6.719123970717192, feed_back_iter: 0, tokens: 750
2026-01-05 17:17:41 - INFO: Verification failed with the loop bound: assume(i >= 4*x + y); assume(i >= 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl , k: 1, feed_back_iter: 1, verification_time: 0.8019048906862736, infer_time: 0.922650970518589, tokens: 925
2026-01-05 17:18:41 - INFO: Verification timed out with the loop bound: assume(i >= 4*x + y); assume(i >= 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 2, infer_time: 0.922650970518589, feed_back_iter: 1, tokens: 925
2026-01-05 17:19:41 - INFO: Verification timed out with the loop bound: assume(i >= 4*x + y); assume(i >= 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 3, infer_time: 0.922650970518589, feed_back_iter: 1, tokens: 925
2026-01-05 17:20:41 - INFO: Const-add verification timed out with the loop bound: assume(i >= 4*x + y); assume(i >= 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, const_part: 3, verification_time: 0.8019048906862736, infer_time: 0.922650970518589, feed_back_iter: 1, tokens: 925
2026-01-05 17:21:43 - INFO: Verification timed out with the loop bound: assume(i >= 4*x + y); assume(i >= 4*x + y + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 1, infer_time: 1.54940714687109, feed_back_iter: 2, tokens: 937
2026-01-05 17:22:43 - INFO: Verification timed out with the loop bound: assume(i >= 4*x + y); assume(i >= 4*x + y + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 2, infer_time: 1.54940714687109, feed_back_iter: 2, tokens: 937
2026-01-05 17:23:43 - INFO: Verification timed out with the loop bound: assume(i >= 4*x + y); assume(i >= 4*x + y + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 3, infer_time: 1.54940714687109, feed_back_iter: 2, tokens: 937
2026-01-05 17:24:43 - INFO: Const-add verification timed out with the loop bound: assume(i >= 4*x + y); assume(i >= 4*x + y + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 1.54940714687109, feed_back_iter: 2, tokens: 937
2026-01-05 17:24:44 - INFO: Loop bound assume(i >= 4*x + y); has already been tried.
2026-01-05 17:25:46 - INFO: Verification timed out with the loop bound: assume(i >= 4*x + y + 1); assume(i >= 4*oldx + y + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 1, infer_time: 1.70769077911973, feed_back_iter: 4, tokens: 1294
2026-01-05 17:26:46 - INFO: Verification timed out with the loop bound: assume(i >= 4*x + y + 1); assume(i >= 4*oldx + y + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 2, infer_time: 1.70769077911973, feed_back_iter: 4, tokens: 1294
2026-01-05 17:27:46 - INFO: Verification timed out with the loop bound: assume(i >= 4*x + y + 1); assume(i >= 4*oldx + y + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 3, infer_time: 1.70769077911973, feed_back_iter: 4, tokens: 1294
2026-01-05 17:28:46 - INFO: Const-add verification timed out with the loop bound: assume(i >= 4*x + y + 1); assume(i >= 4*oldx + y + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 1.70769077911973, feed_back_iter: 4, tokens: 1294
2026-01-05 17:28:49 - INFO: Verification failed with the loop bound: assume(i0 >= x + y && i1 >= x);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl , k: 1, feed_back_iter: 5, verification_time: 0.7867823131382465, infer_time: 1.5984848402440548, tokens: 1264
2026-01-05 17:29:49 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y && i1 >= x);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 2, infer_time: 1.5984848402440548, feed_back_iter: 5, tokens: 1264
2026-01-05 17:30:50 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y && i1 >= x);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 3, infer_time: 1.5984848402440548, feed_back_iter: 5, tokens: 1264
2026-01-05 17:31:50 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x + y && i1 >= x);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, const_part: 3, verification_time: 0.7867823131382465, infer_time: 1.5984848402440548, feed_back_iter: 5, tokens: 1264
2026-01-05 17:31:53 - INFO: Verification failed with the loop bound: assume(i0 >= 4*x + y && i1 >= x);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl , k: 1, feed_back_iter: 6, verification_time: 1.8236516378819942, infer_time: 1.0756705962121487, tokens: 1143
2026-01-05 17:32:54 - INFO: Verification timed out with the loop bound: assume(i0 >= 4*x + y && i1 >= x);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 2, infer_time: 1.0756705962121487, feed_back_iter: 6, tokens: 1143
2026-01-05 17:33:55 - INFO: Verification timed out with the loop bound: assume(i0 >= 4*x + y && i1 >= x);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 3, infer_time: 1.0756705962121487, feed_back_iter: 6, tokens: 1143
2026-01-05 17:34:55 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= 4*x + y && i1 >= x);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, const_part: 3, verification_time: 1.8236516378819942, infer_time: 1.0756705962121487, feed_back_iter: 6, tokens: 1143
2026-01-05 17:35:57 - INFO: Verification timed out with the loop bound: assume(i0 >= 4*x + y + 1 && i1 >= x + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 1, infer_time: 1.7042884528636932, feed_back_iter: 7, tokens: 1151
2026-01-05 17:36:57 - INFO: Verification timed out with the loop bound: assume(i0 >= 4*x + y + 1 && i1 >= x + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 2, infer_time: 1.7042884528636932, feed_back_iter: 7, tokens: 1151
2026-01-05 17:37:57 - INFO: Verification timed out with the loop bound: assume(i0 >= 4*x + y + 1 && i1 >= x + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 3, infer_time: 1.7042884528636932, feed_back_iter: 7, tokens: 1151
2026-01-05 17:38:57 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= 4*x + y + 1 && i1 >= x + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 1.7042884528636932, feed_back_iter: 7, tokens: 1151
2026-01-05 17:39:00 - INFO: Verification failed with the loop bound: assume(i0 >= 2*y + 1 && i1 >= 2*x + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl , k: 1, feed_back_iter: 8, verification_time: 0.966831486672163, infer_time: 1.8235137797892094, tokens: 1268
2026-01-05 17:39:11 - INFO: Verification failed with the loop bound: assume(i0 >= 2*y + 1 && i1 >= 2*x + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl , k: 2, feed_back_iter: 8, verification_time: 11.108697712421417, infer_time: 1.8235137797892094, tokens: 1268
2026-01-05 17:39:46 - INFO: Verification failed with the loop bound: assume(i0 >= 2*y + 1 && i1 >= 2*x + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl , k: 3, feed_back_iter: 8, verification_time: 34.82301878929138, infer_time: 1.8235137797892094, tokens: 1268
2026-01-05 17:40:46 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= 2*y + 1 && i1 >= 2*x + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, const_part: 3, verification_time: 34.82301878929138, infer_time: 1.8235137797892094, feed_back_iter: 8, tokens: 1268
2026-01-05 17:41:47 - INFO: Verification timed out with the loop bound: assume(i0 >= 4*x + y + 1 && i1 >= 4*x + y + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 1, infer_time: 1.1450009383261204, feed_back_iter: 9, tokens: 1160
2026-01-05 17:42:48 - INFO: Verification timed out with the loop bound: assume(i0 >= 4*x + y + 1 && i1 >= 4*x + y + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 2, infer_time: 1.1450009383261204, feed_back_iter: 9, tokens: 1160
2026-01-05 17:43:48 - INFO: Verification timed out with the loop bound: assume(i0 >= 4*x + y + 1 && i1 >= 4*x + y + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 3, infer_time: 1.1450009383261204, feed_back_iter: 9, tokens: 1160
2026-01-05 17:44:48 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= 4*x + y + 1 && i1 >= 4*x + y + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 1.1450009383261204, feed_back_iter: 9, tokens: 1160
2026-01-05 17:44:51 - INFO: Verification failed with the loop bound: assume(i0 >= x + 1 && i1 >= y + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl , k: 1, feed_back_iter: 10, verification_time: 2.409865904599428, infer_time: 0.9984873235225677, tokens: 1268
2026-01-05 17:45:01 - INFO: Verification failed with the loop bound: assume(i0 >= x + 1 && i1 >= y + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl , k: 2, feed_back_iter: 10, verification_time: 9.346216801553965, infer_time: 0.9984873235225677, tokens: 1268
2026-01-05 17:45:43 - INFO: Verification failed with the loop bound: assume(i0 >= x + 1 && i1 >= y + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl , k: 3, feed_back_iter: 10, verification_time: 42.61804798617959, infer_time: 0.9984873235225677, tokens: 1268
2026-01-05 17:46:43 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x + 1 && i1 >= y + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, const_part: 3, verification_time: 42.61804798617959, infer_time: 0.9984873235225677, feed_back_iter: 10, tokens: 1268
2026-01-05 17:46:46 - INFO: Verification failed with the loop bound: assume(i0 >= 2*x + y + 1 && i1 >= 2*x + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl , k: 1, feed_back_iter: 11, verification_time: 1.0305735021829605, infer_time: 1.8083717562258244, tokens: 1155
2026-01-05 17:47:47 - INFO: Verification timed out with the loop bound: assume(i0 >= 2*x + y + 1 && i1 >= 2*x + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 2, infer_time: 1.8083717562258244, feed_back_iter: 11, tokens: 1155
2026-01-05 17:48:47 - INFO: Verification timed out with the loop bound: assume(i0 >= 2*x + y + 1 && i1 >= 2*x + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 3, infer_time: 1.8083717562258244, feed_back_iter: 11, tokens: 1155
2026-01-05 17:49:47 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= 2*x + y + 1 && i1 >= 2*x + 1);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, const_part: 3, verification_time: 1.0305735021829605, infer_time: 1.8083717562258244, feed_back_iter: 11, tokens: 1155
2026-01-05 17:50:49 - INFO: Verification timed out with the loop bound: assume(i0 >= 4*x + y + 1 && i1 >= 4*x + 1 && i2 >= 0);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 1, infer_time: 1.6501161344349384, feed_back_iter: 12, tokens: 1166
2026-01-05 17:51:49 - INFO: Verification timed out with the loop bound: assume(i0 >= 4*x + y + 1 && i1 >= 4*x + 1 && i2 >= 0);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 2, infer_time: 1.6501161344349384, feed_back_iter: 12, tokens: 1166
2026-01-05 17:52:49 - INFO: Verification timed out with the loop bound: assume(i0 >= 4*x + y + 1 && i1 >= 4*x + 1 && i2 >= 0);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 3, infer_time: 1.6501161344349384, feed_back_iter: 12, tokens: 1166
2026-01-05 17:53:49 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= 4*x + y + 1 && i1 >= 4*x + 1 && i2 >= 0);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, const_part: 3, verification_time: 0, infer_time: 1.6501161344349384, feed_back_iter: 12, tokens: 1166
2026-01-05 17:53:52 - INFO: Verification failed with the loop bound: assume(i0 >= x + y + 1 && i1 >= x + 1 && i2 >= 0);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl , k: 1, feed_back_iter: 13, verification_time: 0.8839433938264847, infer_time: 1.5749105028808117, tokens: 1280
2026-01-05 17:54:52 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y + 1 && i1 >= x + 1 && i2 >= 0);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 2, infer_time: 1.5749105028808117, feed_back_iter: 13, tokens: 1280
2026-01-05 17:55:53 - INFO: Verification timed out with the loop bound: assume(i0 >= x + y + 1 && i1 >= x + 1 && i2 >= 0);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 3, infer_time: 1.5749105028808117, feed_back_iter: 13, tokens: 1280
2026-01-05 17:56:53 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= x + y + 1 && i1 >= x + 1 && i2 >= 0);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, const_part: 3, verification_time: 0.8839433938264847, infer_time: 1.5749105028808117, feed_back_iter: 13, tokens: 1280
2026-01-05 17:56:55 - INFO: Verification failed with the loop bound: assume(i0 >= 2*x + y + 1 && i1 >= x + 1 && i2 >= 0);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl , k: 1, feed_back_iter: 14, verification_time: 0.7449764646589756, infer_time: 1.1207903772592545, tokens: 1166
2026-01-05 17:57:56 - INFO: Verification timed out with the loop bound: assume(i0 >= 2*x + y + 1 && i1 >= x + 1 && i2 >= 0);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 2, infer_time: 1.1207903772592545, feed_back_iter: 14, tokens: 1166
2026-01-05 17:58:57 - INFO: Verification timed out with the loop bound: assume(i0 >= 2*x + y + 1 && i1 >= x + 1 && i2 >= 0);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, k: 3, infer_time: 1.1207903772592545, feed_back_iter: 14, tokens: 1166
2026-01-05 17:59:57 - INFO: Const-add lexical verification timed out with the loop bound: assume(i0 >= 2*x + y + 1 && i1 >= x + 1 && i2 >= 0);, file: ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-no-overflow.bpl, const_part: 3, verification_time: 0.7449764646589756, infer_time: 1.1207903772592545, feed_back_iter: 14, tokens: 1166
2026-01-05 18:00:04 - INFO: Verification failed with the loop bound: assume(i >= n - x);, file: ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow-simpl.bpl , k: 1, feed_back_iter: 0, verification_time: 0.5722725614905357, infer_time: 6.134845461696386, tokens: 744
2026-01-05 18:00:05 - INFO: Verification failed with the loop bound: assume(i >= n - x);, file: ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow-simpl.bpl , k: 2, feed_back_iter: 0, verification_time: 1.0490783043205738, infer_time: 6.134845461696386, tokens: 744
2026-01-05 18:00:06 - INFO: Verification failed with the loop bound: assume(i >= n - x);, file: ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow-simpl.bpl , k: 3, feed_back_iter: 0, verification_time: 0.7204920873045921, infer_time: 6.134845461696386, tokens: 744
2026-01-05 18:00:07 - INFO: Verification succeeded with the loop bound: assume(i >= n - x);, file: ChenFlurMukhopadhyay-SAS2012-Ex4.01_false-no-overflow-simpl.bpl, const_part: 3, invariant: (-3 < i - ATTR$n$SUB$x$ADD$3 && -2 < i - ATTR$n$SUB$x$ADD$3 && i - ATTR$n$SUB$x$ADD$3 <= -1 && 0 < x + y) || (-3 < i - ATTR$n$SUB$x$ADD$3 && -2 < i - ATTR$n$SUB$x$ADD$3 && -1 < i - ATTR$n$SUB$x$ADD$3), verification_time: 0.8886885195970535, infer_time: 6.134845461696386, feed_back_iter: 0, tokens: 744
2026-01-05 18:00:09 - INFO: Verification failed with the loop bound: assume(i >= an - _i + bn - j + 1);, file: ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.bpl , k: 1, feed_back_iter: 0, verification_time: 0.9045213349163532, infer_time: 1.7193774431943893, tokens: 911
2026-01-05 18:00:10 - INFO: Verification failed with the loop bound: assume(i >= an - _i + bn - j + 1);, file: ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.bpl , k: 2, feed_back_iter: 0, verification_time: 0.7535382434725761, infer_time: 1.7193774431943893, tokens: 911
2026-01-05 18:00:12 - INFO: Verification failed with the loop bound: assume(i >= an - _i + bn - j + 1);, file: ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.bpl , k: 3, feed_back_iter: 0, verification_time: 2.1829252131283283, infer_time: 1.7193774431943893, tokens: 911
2026-01-05 18:00:13 - INFO: Const-add verification failed with the loop bound: assume(i >= an - _i + bn - j + 1);, file: ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.bpl, const_part: 3, verification_time: 1.1735221147537231, infer_time: 1.7193774431943893, feed_back_iter: 0, tokens: 911
2026-01-05 18:00:16 - INFO: Verification failed with the loop bound: assume(i >= an + bn + 1);, file: ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.bpl , k: 1, feed_back_iter: 1, verification_time: 0.8014574386179447, infer_time: 1.491296038031578, tokens: 1081
2026-01-05 18:00:17 - INFO: Verification failed with the loop bound: assume(i >= an + bn + 1);, file: ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.bpl , k: 2, feed_back_iter: 1, verification_time: 1.1866633035242558, infer_time: 1.491296038031578, tokens: 1081
2026-01-05 18:00:18 - INFO: Verification failed with the loop bound: assume(i >= an + bn + 1);, file: ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.bpl , k: 3, feed_back_iter: 1, verification_time: 1.1167027577757835, infer_time: 1.491296038031578, tokens: 1081
2026-01-05 18:00:19 - INFO: Const-add verification failed with the loop bound: assume(i >= an + bn + 1);, file: ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.bpl, const_part: 3, verification_time: 0.9971086531877518, infer_time: 1.491296038031578, feed_back_iter: 1, tokens: 1081
2026-01-05 18:00:27 - INFO: Verification failed with the loop bound: assume(i >= an + bn + k - tk + 1);, file: ChawdharyCookGulwaniSagivYang-ESOP2008-aaron4_true-termination.bpl , k: 1, feed_back_iter: 2, verification_time: 0.8663734085857868, infer_time: 6.549894861876965, tokens: 1080
